Paper_Id,Reference_Summary,Generated_Summary,ROUGE-1,ROUGE-2,ROUGE-L,BLEU
226,"The study compared machine learning approaches with logistic regression analysis to predict acute kidney injury (AKI) after cardiac surgery. They retrospectively reviewed 2010 patients and obtained baseline medical condition, intraoperative anesthesia, and surgery-related data. The following machine learning techniques were used: decision tree, random forest, extreme gradient boosting, support vector machine, neural network classifier, and deep learning. The performance of these techniques was compared with that of logistic regression analysis regarding the area under the receiver-operating characteristic curve (AUC). During the first postoperative week, AKI occurred in 38.3% of patients. The best performance regarding AUC was achieved by the gradient boosting machine to predict all stages of AKI or stage 2 or 3 AKI. The study demonstrated that the machine learning technique of extreme gradient boosting showed significantly better performance than the traditional logistic regression analysis or previous risk scores in predicting both AKI of all stages and stage 2 or 3 AKI after cardiac surgery. Gradient boosting machine may be used for real-time processing of patient data to estimate the risk of AKI after cardiac surgery at the end of surgery.","We retrospectively reviewed 2010 patients who underwent open heart surgery and thoracic aortic surgery . Baseline medical condition, intraoperative anesthesia, and surgery-related data were obtained . The primary outcome was postoperative acute kidney injury (AKI) defined according to the Kidney Disease Improving Global Outcomes criteria . In our comprehensive comparison of machine learning approaches with logistic regression analysis, gradient boosting technique showed the best performance with the highest AUC and lower error rate .",0.3657587548638132,0.1803921568627451,0.23346303501945523,0.06913996858747969
227,"This study used Electronic Medical Record (EMR) data from primary care clinics in seven provinces across Canada to develop predictive models to identify patients with Chronic obstructive pulmonary disease (COPD). The study applied two supervised machine learning models, a Multilayer Neural Networks (MLNN) model and an Extreme Gradient Boosting (XGB) to identify COPD patients from control patients within community-based health care EMRs in Canada. The XGB model achieved an accuracy of 86% in the test dataset compared to 83% achieved by the MLNN. Feature importance analysis was used to identify a set of key symptoms from the EMR for diagnosing COPD, which included medications, health conditions, risk factors, and patient age. The study concludes that the application of the XGB model to primary care structured EMR data can identify patients with COPD from others having similar chronic conditions for disease surveillance and improve evidence-based care delivery. Future studies plan to include free-text EMR chart notes recorded by physicians during patient encounters within the primary care systems to improve care delivery and inform hospital readmission prediction of patients, thus creating improved efficiencies within the healthcare system.","Approximately 10% of Canadians aged 35 years or older are living with COPD . Primary care is often the first contact an individual will have with the healthcare system providing acute care, chronic disease management, and services aimed at health maintenance . We applied two supervised machine learning models, a Multilayer Neural Networks (MLNN) model and an Extreme Gradient Boosting (XGB) to identify COPD patients .",0.3187250996015936,0.20080321285140565,0.2151394422310757,0.07134161493421878
228,"Healthcare data analysis has become a promising research area due to the various types of data available, such as clinical, omics, and sensor data. To handle this raw data manually is difficult, so machine learning has emerged as a significant tool to predict results more accurately. Different types of machine learning algorithms, such as supervised, unsupervised, and reinforcement, are used for analysis. This paper surveys the use of machine learning algorithms for analyzing various healthcare data types, including clinical, omics, and sensor data. The performance parameters used to evaluate these algorithms include accuracy, sensitivity, specificity, precision, F1 score, and Area under Curve. From the survey, it is concluded that various machine learning algorithms and feature extraction techniques have been proposed by various authors for survival prediction of cancer patients.","In recent years, healthcare data analysis is becoming one of the most promising research areas . Healthcare includes data in various types such as clinical data, Omics data, and Sensor data . Clinical data includes electronic health records which store patient records collected during ongoing treatment . To handle raw data manually is very difficult . Machine learning uses various statistical techniques and advanced algorithms to predict the results of healthcare data more precisely . A different type of data is present in healthcare .",0.5,0.1844660194174757,0.3269230769230769,0.07055843167362309
229,"This survey paper provides a comprehensive overview of machine learning techniques used for various medical applications. The paper identifies a shift towards the use of deep learning methods over traditional machine learning methods for medical data analysis. The authors conducted a systematic literature review of highly reputable journals in recent years and identified support vector machines, decision trees, random forests, neural networks, and convolution neural networks as the most commonly used techniques. The paper also discusses the challenges associated with analyzing medical data and the increasing use of deep learning models for medical image segmentation, medical diagnosis, and dementia prognosis. Overall, this survey paper provides important insights and trends in the current research of computer science and medical research.","This literature review identifies a clear shift of artificial intelligence techniques used in the medical domain, with deep learning methods taking precedence over machine learning methods . With the emergence of big data, machine learning techniques are used to learn, analyze, and extrapolate details in medical research . This survey provides a comprehensive overview of the ML techniques including support vector machines, K-means clustering, decision trees, random forests, Nave Bayes .",0.5106382978723405,0.22580645161290325,0.25531914893617025,0.13109111023206502
230,"This paper proposes an evolutionary framework for rule-based classifier induction to address supervised learning problems, particularly in medical data analysis. The framework uses genetic programming to build a search method for classification rules, dealing with problems such as maximum rule length and rule intersection. The experiments show promising results and competitive performance when compared to other approaches. The paper identifies fitness functions, a combination of fitness functions, an ensemble classifier model, and an upper bound for the maximum rule size as significant contributions to the framework. Overall, the proposed framework can be useful in the analysis and knowledge discovery process from medical databases.","This paper proposes an evolutionary framework for rule-based classifier induction . Our proposal introduces genetic programming to build a search method for classification-rules (IF/THEN) From this approach, we deal with problems such as, maximum rule length and rule intersection . The achieved results define a methodology to follow in the learning method evaluation for knowledge discovery from medical data . We have also seen that the most common approaches used in machine learning are classification and regression .",0.56353591160221,0.39106145251396646,0.46408839779005523,0.23576003388314448
231,"
This study aimed to predict cardiac surgery-associated acute kidney injury (CSA-AKI) using artificial intelligence-based machine learning. The study included 671 patients who underwent cardiac surgery, and AKI was defined according to KDIGO criteria. The variables analyzed included demographic characteristics, clinical condition, preoperative biochemistry data, preoperative medication, and intraoperative variables such as time-series hemodynamic changes. Logistic regression, support vector machine, random forest, extreme gradient boosting, and ensemble models were used for analysis. The random forest model exhibited the greatest area under the receiver operating characteristic curve (AUC) of 0.839, and the ensemble model (random forest + extreme gradient boosting) had an even greater AUC of 0.843. The top 3 most influential features in the random forest importance matrix plot were intraoperative urine output, units of packed red blood cells transfused during surgery, and preoperative hemoglobin level. The study concluded that machine learning methods can successfully predict AKI after cardiac surgery, and intraoperative time-series and other features are crucial for AKI prediction. Further software development is ongoing for real-time adjustment of AKI risks following cardiac surgery.",Cardiac surgery–associated acute kidney injury (CSA-AKI) is a major complication that results in increased morbidity and mortality after cardiac surgery . Most established prediction models are limited to the analysis of nonlinear relationships and fail to fully consider intraoperative variables . A total of 671 patients undergoing cardiac surgery from August 2016 to August 2018 were enrolled . The results were evaluated using the area under the receiver operating characteristic curve (AUC),0.35714285714285715,0.152,0.20634920634920634,0.05116144004483763
232,"The text describes a new computer-aided diagnosis (CAD) system called Collaborative CAD (C-CAD) that uses eye-tracking technology and a deep learning algorithm to assist radiologists in reducing diagnostic errors in lung and prostate cancer screening. C-CAD unifies CAD and eye-tracking systems in realistic radiology room settings and incorporates radiologists' search efficiency by processing their gaze patterns. The proposed attention-based graph sparsification method extracts global search patterns and attention regions, while the 3D deep multi-task learning-based CNN performs diagnosis and segmentation tasks jointly inside ROIs. The system has been tested in lung and prostate cancer screening experiments with multiple radiologists, demonstrating its efficiency, accuracy, and applicability in real radiology room settings. The system has the potential to improve true positive findings and reduce missing cases, as well as reduce false positive findings. However, the system has limitations and requires further validation and exploration in different settings.","Vision researchers have been analyzing behaviors of radiologists during screening to understand how and why they miss tumors or misdiagnosis . We propose a paradigm shifting CAD system, called collaborative CAD (C-CAD), that unifies CAD and eye-tracking systems in realistic radiology room settings . The proposed C-CAD system has been tested in a lung cancer screening experiment with multiple radiologists, reading low dose chest CTs . Our proposed sparsification method reduced 90% of data within seconds while keeping mean the square error",0.4085106382978723,0.25751072961373395,0.30638297872340425,0.12399114407455035
233,"The article discusses the limitations of existing healthcare learning models and the difficulty in incorporating expert knowledge from heterogeneous medical data sources. The authors propose a knowledge extraction framework that integrates multiple sources to generate an aggregated dataset for disease characterization, and an end-to-end deep learning based medical diagnosis system (DL-MDS) that provides disease diagnosis for authorized users with personalized queries and explanations for the results. The system shows promising results on real-world data, but future work includes integrating query processing and disease diagnosis models, incorporating additional information like lab test results, and improving the system to support multiple languages.","a deep learning based medical diagnosis system (DL-MDS) can be used to provide disease diagnosis for authorized users . In addition, patients' queries at medical consult websites are often ambiguous in their specified terms and hence the returned responses may not contain the information they seek . To tackle these problems, we first design a knowledge extraction framework that can generate an aggregated dataset to characterize diseases by integrating heterogeneous medical data sources . We also provide explanations for the diagnose results .",0.47826086956521735,0.26373626373626374,0.2282608695652174,0.21115551184741962
234,"The text discusses the importance of social media sentiments for providing up-to-date and inclusive information, and the lack of a systematic arrangement of prior efforts in sentiment analysis. The paper presents typical methods from three different perspectives, categorizing and comparing a large quantity of techniques and methods, introducing different types of data and advanced tools, and identifying the essential prospects for sentiment analysis. The survey establishes a common terminology and lays a foundation for advanced research in sentiment analysis. The paper emphasizes the prospects for future development, including multimodal sentiment analysis, which offers significant opportunities for research in the multi-disciplinary field of multimodal fusion.","Survey of sentiment analysis in social media, Social media, Data mining, Survey.Sentiments or opinions from social media provide the most up-to-date and inclusive information due to the proliferation of social media and the low barrier for posting the message . It is essential to (1) analyze its progress over the years, (2) provide an overview of the main advances achieved so far, (3) outline remaining limitations . On the basis of these materials, the essential prospects lying ahead for sentiment analysis are identified and discussed .",0.40414507772020725,0.1361256544502618,0.24870466321243526,0.06065732486338617
235,"The article discusses a learning-based approach for semantic indexing of multimedia content using cues from audio, visual, and text features. Statistical models are developed for a predefined lexicon, and novel concepts are mapped to the concepts in the lexicon. Multiple modalities are used for robust concept detection, and models such as Gaussian mixture models, hidden Markov models, and support vector machines are employed. The article demonstrates that integrating information from multiple modalities can improve semantic labeling performance, and future research directions include improving atomic and high-level concept classification, determining appropriate low-level features, and identifying schemes for automatic determination of atomic concepts.","Semantic Indexing of Multimedia Content Using Visual, Audio, and Text Cuessentiment indexing, query by keywords, multimodal information fusion, statistical modeling of multimedia, video indexing and retrieval, SVM, GMM, HMM, spoken document retrieval . Novel concepts are then mapped in terms of the concepts in the lexicon . Concept representations are modeled using Gaussian mixture models (GMM), hidden Markov models (HMM), and support vector machines (SVM)",0.4550898203592814,0.2424242424242424,0.3952095808383233,0.17038916423618708
236,"The paper proposes a method for aspect-based sentiment analysis using a cascaded framework of feature selection and classifier ensemble using particle swarm optimization (PSO). The method involves a two-step process for feature selection and ensemble learning using PSO, and builds domain-independent models for aspect-based sentiment analysis that achieve state-of-the-art performance. The proposed approach uses three base learning algorithms, Maximum Entropy, Conditional Random Field, and Support Vector Machine. The results of experiments on benchmark datasets show the effectiveness of the proposed technique with reasonable performance increments. Future work includes exploring multi-objective optimization and testing the proposed system in other domains and languages.","Aspect based sentiment analysis is performed in two steps, viz. aspect term extraction and sentiment classification . We further construct an ensemble based on PSO, and put it in cascade after the feature selection module . As base learning algorithms we use three classifiers, namely ME, SVM and ME . The ensemble learner finds out the most eligible models, that when combined together, maximizes some classification quality measures like F-measure or accuracy (for sentiment classification). The current work focuses on single objective optimization technique, where",0.39583333333333326,0.10526315789473684,0.21875,0.028510380695207435
237,"The article presents a hybrid approach to Sentiment Analysis using NLP techniques, a sentiment lexicon enhanced with SentiWordNet, and fuzzy sets to estimate polarity and intensity. The method is applied to three datasets and compared to Naïve Bayes and Maximum Entropy techniques, demonstrating higher accuracy and precision. The system is effective in identifying strengths in polarity degree and classifying neutral or objective sentences. However, the system faces challenges in dealing with jargon, metaphors, and sarcasm. Future work includes creating an automatic real-time interface, investigating the use of SenticNet, incorporating context, and developing a computing with sentiments approach.","The proposed hybrid method is applied to three different data-sets . It is demonstrated that the presented hybrid approach is more accurate and precise than both Nave Bayes and Maximum Entropy techniques, when the latter are utilised in isolation . This is satisfies our initial hypothesis that a hybrid method using sentiment lexicons, NLP essential techniques and fuzzy sets should be able to perform well .",0.3803680981595092,0.17391304347826086,0.2085889570552147,0.09076129536914054
238,"The text discusses how deep learning techniques have become popular for sentiment analysis, providing better performance than traditional feature-based techniques. The paper proposes models that combine classic hand-crafted features with automatically extracted embedding features, as well as the ensemble of analyzers that learn from these varied features. The authors introduce a taxonomy for classifying the different models found in the literature, conduct several experiments to compare the performance of these models, and confirm that the proposed models surpass the deep learning baseline. The paper also raises possible lines of work for applying these models to aspect-based sentiment analysis and extending them to other languages and paradigms like emotion analysis.","Deep learning techniques for Sentiment Analysis have become very popular . They provide automatic feature extraction and both richer representation capabilities and better performance than traditional feature based techniques (i.e., surface methods) Traditional surface approaches are based on complex manually extracted features, and this extraction process is a fundamental question in feature driven methods . In this paper, we seek to improve the performance of deep learning techniques integrating them with traditional surface approaches . Third, we propose two models for combining both surface and deep features to merge information from",0.42786069651741293,0.1407035175879397,0.26865671641791045,0.061591644681728286
239,"The text discusses the challenge of automatic sentiment classification in different domains and the impracticality of annotating corpora for every possible domain. The article presents a study on domain adaptation for sentiment classifiers, particularly for online reviews of various products. The study includes the extension of the structural correspondence learning (SCL) algorithm for sentiment classification, which improves the adaptation between domains by an average of 30% over the original SCL algorithm and 46% over a supervised baseline. The article also identifies a measure of domain similarity that correlates with the potential for adaptation of a classifier from one domain to another, which can be used to select a small set of domains to annotate whose trained classifiers would transfer well to many other domains. The authors aim to include recent advances in sentiment classification and address the more realistic problem of ranking, as well as testing their techniques on a larger and more varied set of domains.","semantic sentiment classification has been extensively studied and applied in recent years . However, sentiment is expressed differently in different domains, and annotating corpora for every possible domain of interest is impractical . We extend to sentiment classification the recently-proposed structural correspondence learning (SCL) algorithm, reducing the relative error due to adaptation between domains by an average of 30% over the original SCL algorithm and 46% over a supervised baseline .",0.44247787610619466,0.28571428571428564,0.34513274336283184,0.14295790344205256
240,"The study conducted four experiments to examine the effectiveness of a self-administered computer-based training for emotion recognition ability (ERA) in non-clinical adults. The training covered 14 different emotions and multiple sensory channels. The study found that the training improved ERA in younger and middle-aged adults and that the effects persisted for at least four weeks. However, the training had no effect on older adults. The study suggests that interventions focusing on many emotions and multiple sensory modalities might be more ecologically valid. The study has limitations that need to be addressed in future research.","a short audiovisual emotion recognition training program in adultsemotion recognition ability, audiovisual training, non-clinical adults, lifespan sample, multiple sensory channels, transfer effects, older adults . The training was found to increase ERA in younger and middle-aged adults when completed in the laboratory and online, and the effects persisted over at least four weeks . In older adults, improving ERA might require a longer and more interactive intervention . This study suggests interventions focusing on many emotions and on multiple sensory modalities simultaneously might be more",0.6043956043956044,0.34444444444444444,0.4725274725274725,0.2291406345995451
241,"The article discusses the development of a convolutional neural network (CNN) for real-time facial emotion recognition, which was achieved using transfer learning on a pre-trained CNN for human emotion classification. The model achieved an overall training accuracy of 90.7% and test accuracy of 57.1% and was able to classify an arbitrary number of faces simultaneously in real time. The study demonstrated the feasibility of using neural networks for emotion detection in real time, but identified several key issues that need to be addressed to improve accuracy, including the need for a larger and more diverse dataset, heavier pre-processing of the data, and developing a running average solution for classifying transition frames. The source code for the project is available on Github.



","We use transfer learning on the fullyconnected layers of an existing convolutional neural network which was pretrained for human emotion classification . A variety of datasets, as well as our own image dataset, is used to train the model . An overall training accuracy of 90.7% and test accuracy of 57.1% is achieved . Finally, a live video stream connected to a face detector feeds images to the neural network . The network then classifies an arbitrary number of faces per image simultaneously in real time .",0.5333333333333333,0.2980769230769231,0.35238095238095235,0.1990214347390923
242,"The article discusses a study that aimed to create a set of highly realistic virtual faces for use in virtual reality (VR) cyberinterventions to train people with schizophrenia in social skills. The study found that the VR faces were as valid as standardized natural faces for accurately recreating human-like facial expressions of emotions. The use of virtual agents and environments has several clinical implications, and advances in virtual reality technology can help to overcome some of the limitations associated with the use of static faces. However, there are limitations to the study, and further research is needed to establish the potential of virtual agents in the design of new treatment programs and cyberinterventions for psychiatric and psychological disorders.",The ability to recognize facial emotions is target behaviour when treating people with social impairment . The main objective of the present study was to create a new set of virtual faces with high realism that could be integrated into a virtual reality cyberintervention to train people with schizophrenia in the full repertoire of social skills . A set of highly realistic virtual faces was created based on the Facial Action Coding System . Facial movement animation was also included so as to mimic the dynamism of human facial expressions .,0.4368932038834952,0.19607843137254904,0.2621359223300971,0.12491195866128388
243,"The study aimed to investigate whether improved emotion recognition of novel faces is associated with concomitant changes in visual scanning of these same novel facial expressions in participants with schizophrenia who received emotion recognition training using Ekman's Micro-Expression Training Tool (METT). The results showed that participants had changes in foveal attention to the features of facial expressions of emotion not used in METT training, and improved emotion recognition was paralleled by changes in the way participants viewed novel facial expressions of emotion. However, there were overall decreases in foveal attention to sad and neutral faces that indicate more intensive instruction might be needed for these faces during training. Participant gender may also affect training outcomes.","Effects of facial emotion recognition remediation on visual scanning of novel face stimuliemotion recognition, schizophrenia, visual scanning, facial expressions . Thirty-nine participants with schizophrenia received emotion recognition training using Ekman's Micro-Expression Training Tool (METT), with emotion recognition and visual scanpath (VSP) recordings . Baseline ratings of interpersonal and cognitive functioning were also collected from all participants . The aim of this study was to investigate whether improved emotion recognition of novel faces is associated with concomitant changes in",0.5435897435897437,0.3316062176165803,0.3282051282051282,0.24806101671824107
244,"This paper discusses the increasing interest in emotional computing and focuses on different learning methods for facial emotion recognition, including Support Vector Machines and Deep Boltzmann Machines. The authors use data sets from FERA 2015 and combine geometric and appearance features for prediction. They compare different prediction systems and conclude that decision-level fusion is the most commonly used method, despite limitations in correlation between different feature sets. The authors also note that finding an appropriate joint feature vector remains an unsolved problem.","The interest on emotional computing has been increasing as many applications were in demand by multiple markets . This paper focuses on different learning methods, and has implemented several methods: Support Vector Machine (SVM) and Deep Boltzmann Machine (DBM) Different prediction systems are developed and the prediction results are compared . For model-level fusion, achieving multi-time-scale labeling multimodal fusion is still an unsolved problem .",0.48648648648648646,0.23287671232876714,0.35135135135135137,0.11722193465658362
245,"This paper discusses the challenges of human facial emotion recognition (FER) and proposes a very Deep CNN (DCNN) modeling approach through Transfer Learning (TL) technique to improve FER accuracy. The proposed FER system is verified on eight different pre-trained DCNN models and well-known facial image datasets. The proposed method achieved remarkable accuracy on both datasets with pre-trained models. The evaluation results reveal the superiority of the proposed FER system over the existing ones regarding emotion detection accuracy. Moreover, the achieved performance on the KDEF dataset with profile views is promising as it clearly demonstrates the required proficiency for real-life applications. The current research can be compatible with broader real-life industry applications, such as monitoring patients in the hospital or surveillance security.","The classical FER consists of two major steps: feature extraction and emotion recognition . Currently, the Deep Neural Networks is widely used in FER by virtue of its inherent feature extraction mechanism from images . A notable drawback of the most existing methods is that they consider only the frontal images (i.e., ignore profile views for convenience), although the profile views taken from different angles are important for a practical FER system .",0.27411167512690354,0.041025641025641026,0.15228426395939088,0.007087157843910606
246,"This paper describes a facial emotion recognition model that uses Convolutional Neural Networks (CNN) and Deep Neural Networks (DNN) to classify facial expressions into seven emotions. The proposed Venturi architecture is compared to two existing architectures, and the Karolinska Directed Emotional Faces dataset is used for testing. The Venturi architecture shows significant improvement in accuracy compared to the other architectures. In future work, the authors plan to evaluate the performance of the Venturi architecture on other databases and to use it in a multi-modal deep neural network for improved efficacy.","Modified Convolutional Neural Network Analysis for Facial Emotion RecognitionTraining . This paper uses the Karolinska Directed Emotional Faces dataset . The Venturi Architecture shows significant accuracy improvement compared to the modified triangular architecture and the rectangular architecture . In future, plan to evaluate the performance of the Venturi architecture on other facial emotion database and to use this architecture to evaluate a multi modal deep neural network with both the facial emotion images and emotion audio samples .",0.703030303030303,0.45398773006134974,0.5333333333333334,0.2665136532674101
247,The paper discusses the importance of facial expression recognition in computer vision and artificial intelligence. The paper uses the Cohn-Kanade Database (CK) and the Extended Cohn-Kanade (CK+) database to detect facial landmarks and classify emotions using machine learning algorithms such as Support Vector Machines (SVM). The results showed an accuracy of 94.1%. The system can be extended to deep learning using Convolutional Neural Networks (CNN) to achieve higher accuracy. The study can be expanded to detect multiple emotions of different people in real-time videos. Emotion recognition is important for human-robot interactions in the field of robotics and artificial intelligence.,"There is strong evidence for the universal facial expressions of eight emotions which include: neutral happy, sadness, anger, contempt, disgust, fear, and surprise . It is very important to detect these emotions on the face as it has wide applications in the field of Computer Vision and Artificial Intelligence . In Robotics, emotions classification can be used to enhance human-robot interactions since the robot is capable of interpreting a human reaction .",0.40229885057471265,0.13953488372093023,0.21839080459770113,0.08107182596034289
248,"This paper proposes a multi-channel deep neural network called MDSTFN for recognizing facial expressions in static images by extracting and fusing spatial-temporal features. The method uses optical flow from the changes between emotional-face and neutral-face as the temporal information and gray-level image of emotional-face as spatial information. The feature extraction channels of MDSTFN are fine-tuned from a pre-trained CNN model. The proposed method achieves better recognition accuracy compared to state-of-the-art methods, with rates of 98.38% on CK+, 99.17% on RaFD, and 99.59% on MMI databases, respectively. Replacing neutral-face with average-face improves the practicality of the proposed method.",Multi-channel Deep Spatial-Temporal feature Fusion neural Network (MDSTFN) is presented to perform the deep spatial-temporal feature extraction and fusion from static images . Each channel of the proposed method is fine-tuned from a pre-trained deep convolutional neural networks (CNN) instead of training a new CNN from scratch . The results show that the optical flow information from emotional-face and neutral-face is a useful complement to spatial feature and can effectively improve the performance of facial expression recognition from,0.5204081632653061,0.24742268041237114,0.2857142857142857,0.07779910181771166
249,"The paper discusses the importance of facial expression recognition (FER) in various domains and introduces an FER system that uses Histogram of Oriented Gradient (HOG) features and Support Vector Machine (SVM) for classification. The proposed method extracts shape and appearance features from still images for varying facial expressions, making it subject independent and robust. The accuracy of the proposed system is found to be 92.56% on the Cohn-kanade dataset for six basic expressions. Results show that shape features are better than texture or geometric features for emotion modeling, and HOG features make the FER system robust and suitable for real-time implementation. However, the detection rates for disgust, fear, and sadness are lower than other emotions, which can be improved by combining shape, texture, and geometric features. Future work can focus on addressing the influence of non-frontal faces on the performance of the FER system and optimizing cell sizes for real-time implementation.","The proposed work introduces an FER system, which models the relationship between human facial expression and corresponding induced emotion for static images . This leads us towards Facial Expression Recognition (FER) systems, whose main objective is to detect an expressed emotion and recognize the same . Proposed method incites efficient extraction of shape and appearance features from still images for varying facial expressions . The accuracy of the proposed work is found be 92.56% when implemented using Cohn-kanade dataset for six basic expressions (happy,",0.4686192468619247,0.27004219409282704,0.33472803347280333,0.13979695214161114
250,"This article discusses the use of deep neural networks for facial expression recognition (FER) under challenging in-the-wild conditions. Deep FER systems face challenges related to overfitting and expression-unrelated variations, such as illumination, head pose, and identity bias. The article provides a comprehensive review of deep FER, including datasets and algorithms, and discusses the remaining challenges and future directions for the design of robust deep FER systems. The lack of training data, occlusion-robust and pose-invariant issues, and accurately annotating large volumes of image data are identified as challenges in the construction of expression datasets. The article suggests using crowd-sourcing models and automatic labeling tools under the guidance of expert annotators to address these challenges. Several publicly available facial expression datasets, including EmotioNet, RAF-DB, and AffectNet, are discussed, and the article anticipates the construction of more complementary facial expression datasets in the future.","Deep Facial Expression Recognition: A SurveyDatabases , Face recognition , Three-dimensional displays , Lighting , Training dataWith the transition of facial expression recognition (FER) from laboratory-controlled to challenging in-the-wild conditions, deep neural networks have increasingly been leveraged to learn discriminative representations for automatic FER . Recent deep FER systems generally focus on two important issues: overfitting caused by a lack of sufficient training data and expression-unrelated variations, such as illumination, head pose, and identity bias ",0.40358744394618834,0.23529411764705882,0.24215246636771298,0.11909167847109932
251,"The article discusses the influence of social media on consumers' attitudes and behaviors, and how monitoring social media activities can help measure customer loyalty and sentiment towards brands or products. The article describes a sentiment analysis study conducted on over 1000 Facebook posts about newscasts, comparing the sentiment for Rai, the Italian public broadcasting service, with the emerging private company La7. The study maps sentiment analysis on social media with observations and measurable data, highlighting the importance of Facebook as a platform for online marketing. The study was performed using a Knowledge Mining system, which enables research, analysis, and classification of large volumes of heterogeneous documents to help analysts cut through information overload.","Social Media are influencing consumers’ preferences by shaping their attitudes and behaviors . Monitoring the Social Media activities is a good way to measure customers’ loyalty, keeping track of their sentiment towards brands or products . This paper describes a Sentiment Analysis study performed on over 1000 Facebook posts about newscasts, comparing the sentiment for Rai - the Italian public broadcasting service - towards the emerging and more dynamic private company La7 .",0.574585635359116,0.3798882681564246,0.49723756906077343,0.21232199644749447
252,"Sentiment analysis is a technique used to identify and extract subjective information such as opinions expressed in text. It is used to classify attitudes into positive, negative, or neutral categories and has many applications in various domains such as business, politics, and sociology. With the advent of social media and the growth of user-generated data, sentiment analysis has become important in disaster management. Social media can be used to determine how local crowds react during a disaster, assess the extent of devastation, and find people who are in specific need during an emergency situation. However, there are challenges in sentiment analysis such as the lack of emotional correlation information and the need for unsupervised or semi-supervised approaches. In disaster relief, more complex machine learning based approaches with stronger features are required, and leveraging psychological and sociological studies on individual behavior during disasters could be an interesting research direction. Visualization techniques also need to be improved to allow for real-time visual analytics of disaster-related posts to help first responders track changes and make quick decisions.","Sentiment analysis has many applications in different domains including, but not limited to, business intelligence, politics, sociology, etc. In this chapter, we explore applications of sentiment analysis and demonstrate how sentiment mining in social media can be exploited to determine how local crowds react during a disaster . In order to enable quick analysis of real-time geo-distributed data, we will detail applications of visual analytics with an emphasis on sentiment analysis .",0.36,0.16129032258064513,0.27199999999999996,0.06030864050771879
253,"The article discusses using Natural Language Processing and Sentiment Classification with a Recurrent Neural Network to analyze the sentiments and manifestations of Twitter users regarding the COVID-19 pandemic. The article shows that the trained model works accurately and can determine emotional polarity in tweets. The emotional classifications were properly segmented and showed that the overall positive manifestation remained on social media surfaces during the pandemic, with occasional negative and other manifestations. The article also suggests future work in creating an interface that better visualizes and interacts with users and implementing or refactoring potential tensorflow features.","Social media sentiment analysis based on COVID-19natural language processing; recurrent neural network; sentiment analysis; social media; visualizationIn this work, we use a Recurrent Neural Network (RNN) to analyse the emotional nature of various tweets . Where we have classified the various texts into a much more articulated class of emotional strength . This Figure 9. Analysis of sample of 500 tweets by TextBlob and RNN, using ‘covid’ keyword.",0.2822085889570552,0.07453416149068323,0.17177914110429449,0.042352880013987355
254,"This paper provides an overview of NodeXL, a tool for collecting, analyzing, visualizing, and reporting on social media connections. It highlights the potential of NodeXL to provide network insights during emerging news events and develops guidelines for news media teams to measure and map information diffusion on Twitter. The study finds that NodeXL is used across a diverse range of disciplines and can help journalists quickly document the social landscape of a crowd. This is the first empirical study to review literature on NodeXL and provide insight into the value of network visualizations and analytics for the news media domain. The tool requires no technical or programming knowledge and can be utilized across a wide range of disciplines.","NodeXL is an easy to use tool for collecting, analysing, visualizing, and reporting on the patterns found in collections of connections in streams of social media . It then develops a number of guidelines which can be utlised by news media teams to measure and map information diffusion during emerging news events . The abstract provides an interesting starting point in reviewing the literature utilising NodexL for research purposes .",0.4864864864864865,0.2185792349726776,0.2918918918918919,0.14154454610331832
255,"The text discusses sentiment analysis in the context of social media and proposes a method for constructing a vocabulary related to suicide to better analyze tweets related to suicidal ideation. The authors use Weka, a tool for data mining based on machine learning algorithms, to extract useful information from Twitter data and propose an algorithm for computing semantic analysis based on WordNet. The experimental results demonstrate the effectiveness of the method in predicting suicidal ideation with high accuracy and precision. The authors suggest using social media as a preventive force in the fight against suicide and plan to further improve and refine their techniques, including testing multilingual WordNet and working in a big data environment.","We propose to address the lack of terminological resources related to suicide by a method of constructing a vocabulary associated with suicide . We then propose, for a better analysis, to investigate Weka as a tool of data mining based on machine learning algorithms that can extract useful information from Twitter data collected by Twitter4J . This work verify the effectiveness of performance in term of accuracy and precision on semantic sentiment analysis that could thinking of suicide. In our future work, we plan to further improve and refine our techniques in order to enhance the accuracy",0.580952380952381,0.2692307692307692,0.4,0.19349164177843173
256,"This paper evaluates and compares two approaches to automated sentiment analysis, lexicon-based and machine learning, and explores the benefits of combining them for analyzing consumer-generated content on social media. The study finds that both approaches have similar accuracy, but differ in their classification ensembles. The combined approach significantly improves classification performance for positive sentiment. Further research is needed to improve accuracy for negative sentiment classification and to apply the combined approach to other types of CGCs on social media. The findings inform decision-making for marketers analyzing social media conversations and add to industry best practices.","Digital marketers have extensive opportunities to track and analyse consumers’ feelings and opinions about brands, products or services embedded within consumer-generated content . These “Big Data” opportunities render manual approaches to sentiment analysis impractical and raise the need to develop automated tools to analyse consumer sentiment expressed in text format . Results show the two approaches are similar in accuracy, both achieving higher accuracy when classifying positive sentiment than negative sentiment . The combined approach needs to be applied to other kinds of CGCs on social media such as tweets .",0.4408602150537634,0.16304347826086957,0.2795698924731183,0.0997349245490146
